tag,family,topology,depth,pitch,tip_flat,flat_frac,seed,diffuse_frac,theta,rho,control,params_json
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d00,-40.0,0.0007178671658039093,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d00,40.0,0.0006732730544172227,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d76,0.0,0.000666893320158124,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d76,-20.0,0.0009538301383145154,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d76,20.0,0.0009691225714050233,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d76,-40.0,0.0011487874435260892,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d76,40.0,0.001144672161899507,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d100,0.0,0.0005618558498099446,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d100,-20.0,0.001065555727109313,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d100,20.0,0.001070355181582272,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d100,-40.0,0.0012937397696077824,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d100,40.0,0.0013014675350859761,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d00,0.0,0.0011104148579761386,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d00,-20.0,0.0006605644593946636,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d00,20.0,0.0006831533974036574,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d00,-40.0,0.0006771220942027867,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d00,40.0,0.0007265352178364992,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d76,0.0,0.0006554668070748448,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d76,-20.0,0.0009640643838793039,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d76,20.0,0.0009802656713873148,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d76,-40.0,0.001142171211540699,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d76,40.0,0.0011541915591806173,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d100,0.0,0.000557508144993335,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d100,-20.0,0.0010678450344130397,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d100,20.0,0.0010734156239777803,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d100,-40.0,0.0012956152204424143,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P54_p02_t01,floor,pyramid,18.0,2.0,0.1,0.0025,23,d100,40.0,0.001296732691116631,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
